Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-16,2022,12,16,,4,,-2,,1.1,,16.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-17,2022,12,17,,4,,1,,2.4,,15.6,,0,,2.1,,0,,2.1,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-18,2022,12,18,,3,,-6,,-1.6,,19.6,,0,,3.4,,5.4,,8.8,,2,E,10,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-19,2022,12,19,,-6,,-8,,-7.2,,25.2,,0,,0,,4,,4,,3,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-20,2022,12,20,,-7,,-8,,-7.6,,25.6,,0,,,M,24.2,,24.1,,18,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-21,2022,12,21,,-7,,-13,,-10,,28,,0,,0,,0.2,,0.2,,22,,11,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-22,2022,12,22,,-7,,-14,,-10.2,,28.2,,0,,0,,0,T,0,T,0,T,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-23,2022,12,23,,2,,-8,,-3,,21,,0,,3.9,,8,,11.9,,16,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-24,2022,12,24,,7,,1,,4.1,,13.9,,0,,28.2,,0,,28.2,,7,,8,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-25,2022,12,25,,8,,3,,5.5,,12.5,,0,,16.1,,0,,16.1,,2,,10,,31,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-26,2022,12,26,,12,,7,,9.5,,8.5,,0,,18.2,,0,,18.2,,,,13,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-27,2022,12,27,,10,,6,,8.1,,9.9,,0,,28.8,,0,,28.8,,,,25,,46,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-28,2022,12,28,,8,,4,,5.8,,12.2,,0,,3.8,,0,,3.8,,,,23,,46,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-29,2022,12,29,,7,,3,,4.9,,13.1,,0,,2.9,,0,,2.9,,,,6,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-30,2022,12,30,,10,,5,,7.8,,10.2,,0,,12.7,,0,,12.7,,,,14,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-31,2022,12,31,,NA,,,,,,,,,,,,,,,,,,,,,
